Year,Month,State,Gross Statutory Allocation,Deduction,Exchange Gain,EMTL,Net Share of Ecology,VAT,Total Allocation
2023,February,EDO,1590357305,0,446244243.7,66936636.55,63106145.55,31553072.77,31553072.77
2023,February,IMO,2165567169,0,607644509.1,91146676.36,85930750.64,42965375.32,42965375.32
2023,February,KEBBI,1957212048,0,549181374.1,82377206.12,77663118.83,38831559.42,38831559.42
2023,February,KWARA,1431429216,0,401650022.9,60247503.43,56799802.26,28399901.13,28399901.13
2023,February,NIGER,2363779482,0,663261635.7,99489245.36,93795910.9,46897955.45,46897955.45
2023,February,PLATEAU,1725012443,0,484027627.5,72604144.13,68449326.44,34224663.22,34224663.22
2023,February,RIVERS,2138248553,0,599979077.3,89996861.6,84846734.75,42423367.38,42423367.38
2024,February,ABIA,1708071602,0,1019319609,121101465.6,40910868.16,40910868.16,2350552624
2024,February,AKWA IBOM,2869650318,0,1712510667,171949177.9,68732414.77,68732414.77,4037468677
2024,February,BAYELSA,1000897508,0,597301925.3,56342746.62,23972991.51,23972991.51,1416149791
2024,February,BENUE,2675757875,0,1596802187,144039354.1,64088400.93,64088400.93,3409345848
2024,February,CROSS RIVER,1872807900,0,1117628683,111796715.2,44856548.74,44856548.74,2496837958
2024,February,DELTA,2399734721,0,1432080865,189800503.7,57477233.79,57477233.79,3778368239
2024,February,EDO,1836121868,0,1095735695,149700635.5,43977863.44,43977863.44,3028775859
2024,February,IMO,2500221318,0,1492047881,170860377.3,59884037.98,59884037.98,3562391356
2024,February,KEBBI,2259668208,0,1348493886,121974675.7,54122431.42,54122431.42,2878927121
2024,February,KOGI,2335532610,0,1393767207,126404933.7,55939497.26,55939497.26,2934384768
2024,February,KWARA,1652633957,0,986236288.9,103484168.9,39583053.69,39583053.69,2254269655
2024,February,NIGER,2729064208,0,1628613611,152734455.6,65365167.29,65365167.29,3443273162
2024,February,ONDO,1859416985,0,1109637436,126495211,44535816.31,44535816.31,2761096676
2024,February,PLATEAU,1991585828,0,1188511350,115091254.2,47701457.68,47701457.68,2664923242
2024,February,RIVERS,2468681041,0,1473225706,195174564.7,59128601.21,59128601.21,7685620138
2022,January,ABIA,1961234185,0,19392774.86,59418808.8,29709404.4,1171182750,3181519114
2022,January,ADAMAWA,2473815442,0,24461202.17,74948299.31,74948299.31,1421039269,3994264212
2022,January,AKWA IBOM,3294976800,0,32580883.88,99826730.51,49913365.26,1923583576,5301054625
2022,January,ANAMBRA,2487184202,0,24593393.1,75353327.87,75353327.87,1605682297,4192813220
2022,January,BAUCHI,2823446253,0,27918367.89,85540938.61,85540938.61,1527665926,4464571485
2022,January,BAYELSA,1149245972,0,11363797.64,34818293.1,17409146.55,641417614.9,1819436531
2022,January,BORNO,3335647594,0,32983038.59,101058919,101058919,1786897908,5256587460
2022,January,EDO,2108263477,0,20846607.34,63873302.53,31936651.27,1347866794,3508913530
2022,January,EKITI,1674037656,0,16552962.21,50717718.53,50717718.53,1051057567,2792365903
2022,January,ENUGU,2142027036,0,21180462.98,64896224.98,64896224.98,1280358815,3508462539
2022,January,IMO,2870792718,0,28386531.95,86975377.51,43487688.76,1705630744,4648297683
2022,January,JIGAWA,3016038045,0,29822724.5,91375823.09,91375823.09,1869578305,5006814897
2022,January,KADUNA,3391820370,0,33538477.61,102760765.4,102760765.4,1917246111,5445365724
2022,January,KATSINA,4111164240,0,40651383.25,124554468.7,124554468.7,2314464358,6590834449
2022,January,KEBBI,2594585924,0,25655386.32,78607239.31,39303619.65,1375925415,4035470345
2022,January,KWARA,1897579825,0,18763357.58,57490295.47,28745147.74,1149159795,3094248125
2022,January,LAGOS,3232519998,0,31963308.12,97934499.19,97934499.19,7937500647,11299918453
2022,January,NIGER,3133553658,0,30984724.35,94936151.48,47468075.74,1654325657,4866332115
2022,January,PLATEAU,2286769596,0,22611684.15,69281438.41,34640719.21,1282488984,3626510984
2022,January,RIVERS,2834577686,0,28028436.02,85878183.66,42939091.83,3326797387,6232342601
2022,January,TARABA,2139725963,0,21157709.86,64826510.17,64826510.17,1093100172,3318810355
2022,January,YOBE,2151306935,0,21272223.06,65177374.75,65177374.75,1112785955,3350542488
2022,January,ZAMFARA,1943849627,0,19220875.54,58892115.08,58892115.08,1076670221,3098632839
2022,January,FCT-ABUJA,858538669.2,0,8489270.3,26010838.18,26010838.18,2801478720,3694517498
2023,January,ABIA,2561857272,0,91106662.25,184450888.2,39794459.02,39794459.02,1407687962
2023,January,AKWA IBOM,4304055243,0,153063994.4,262251789.3,66856788.56,66856788.56,2447468517
2023,January,BAYELSA,1501199691,0,53386773.2,85732478.45,23318796.96,23318796.96,931818851.9
2023,January,DELTA,3599250663,0,127999212.9,293821322.8,55908748.14,55908748.14,2404962821
2023,January,EDO,2753913919,0,97936722.69,229728564.7,42777759.62,42777759.62,1627439370
2023,January,IMO,3749965842,0,133359057.6,258703336.3,58249873.5,58249873.5,2143527621
2023,January,KEBBI,3389171404,0,120528219,185185959.3,52645494.35,52645494.35,1692819843
2023,January,KWARA,2478708922,0,88149679.16,165200807.8,38502879.02,38502879.02,1320543325
2023,January,NIGER,4093196666,0,145565285.9,234212898.5,63581429.28,63581429.28,2133952377
2023,January,PLATEAU,2987087093,0,106228999.5,177347142.3,46399741.38,46399741.38,1523155972
2023,January,RIVERS,3702660046,0,131676733.9,294526825.5,57515051.7,57515051.7,4986041704
2024,January,ABIA,1369002196,0,1092746194,136904504.4,36926225.86,36926225.86,2772826612
2024,January,AKWA IBOM,2299995845,0,1835871201,194676512.7,62038005.68,62038005.68,4672109532
2024,January,BAYELSA,802209278.4,0,640328509.5,66051105.7,21638066.82,21638066.82,1729237750
2024,January,BENUE,2144593004,0,1711827672,164949854.9,57846310.14,57846310.14,3916572070
2024,January,CROSS RIVER,1501036680,0,1198136953,127649741,40487604.5,40487604.5,2891636990
2024,January,DELTA,1923363224,0,1535240666,211159669.1,51879058.35,51879058.35,4443425092
2024,January,EDO,1471633195,0,1174666905,166219574.2,39694501.51,39694501.51,3354786719
2024,January,IMO,2003902220,0,1599527400,190591406,54051444.3,54051444.3,4174626013
2024,January,KEBBI,1811101324,0,1445632508,138808657.9,48851007.48,48851007.48,3314053941
2024,January,KOGI,1871905879,0,1494167088,144803789.8,50491094.49,50491094.49,3364115506
2024,January,KWARA,1324569482,0,1057279721,117408583.3,35727738.04,35727738.04,2622282284
2024,January,NIGER,2187317493,0,1745930629,172941770.3,58998721.83,58998721.83,4308192166
2024,January,ONDO,1490303997,0,1189570057,143023385.8,40198110.82,40198110.82,3120419938
2024,January,PLATEAU,1596235995,0,1274125646,132004224.5,43055424.61,43055424.61,2928731478
2024,January,RIVERS,1978623006,0,1579349372,222737641.8,53369585.67,53369585.67,8355775221
2022,July,BAUCHI,3321478124,0,99644343.71,0,1594726450,5015848917,
2022,July,BORNO,3924027420,0,117720822.6,0,1870013944,5911762186,
2022,July,EDO,2480143198,0,74404295.94,37202147.97,1420345837,3937691183,
2022,July,EKITI,1969323640,0,59079709.2,0,1215718403,3244121752,
2022,July,ENUGU,2519862361,0,75595870.84,0,1367739568,3963197800,
2022,July,LAGOS,3802708994,0,114081269.8,0,8973021438,12889811702,
2022,July,TARABA,2517155398,0,75514661.94,0,1080444741,3673114801,
2022,July,YOBE,2530779156,0,75923374.67,0,1121007913,3727710444,
2024,July,ABIA,385741887.7,0,1769193702,830246764.9,89555470.64,44777735.32,44777735.32
2024,July,AKWA IBOM,648066702.2,0,2972338667,1394858324,150457910.8,75228955.39,75228955.39
2024,July,BAYELSA,226037417.7,0,1036713898,486508830.9,52477804.39,26238902.19,26238902.19
2024,July,BENUE,604279055,0,2771507924,1300612525,140291985.1,70145992.56,70145992.56
2024,July,CROSS RIVER,422945064.7,0,1939824968,910320561.3,98192717.81,49096358.91,49096358.91
2024,July,DELTA,541943440.8,0,2485607483,1166445239,125819884.9,62909942.44,62909942.44
2024,July,EDO,414660084.7,0,1901826153,892488487.4,96269241.76,48134620.88,48134620.88
2024,July,GOMBE,288675609.8,0,1324002104,621327366.3,67020152.4,67020152.4,0
2024,July,IMO,564636804.1,0,2589689919,1215289018,131088472.2,65544236.11,65544236.11
2024,July,KADUNA,667114209.2,0,3059699491,1435854989,154880060.7,154880060.7,0
2024,July,KEBBI,510311557.7,0,2340528791,1098362748,118476092.9,59238046.45,59238046.45
2024,July,KOGI,527444374.5,0,2419107946,1135238354,122453720.2,61226860.11,61226860.11
2024,July,KWARA,373222142.1,0,1711772261,803300045.7,86648833.46,43324416.73,43324416.73
2024,July,NASSARAWA,332978477.2,0,1527195888,716682093.1,77305693.75,77305693.75,0
2024,July,NIGER,616317476.3,0,2826721785,1326523271,143086876,71543438,71543438
2024,July,ONDO,419920931.2,0,1925954869,903811604.9,97490622.15,48745311.07,48745311.07
2024,July,PLATEAU,449769246.1,0,2062853278,968055255.1,104420333.4,52210166.69,52210166.69
2024,July,RIVERS,557513914.3,0,2557020996,1199958155,129434792,64717395.98,64717395.98
2024,July,TARABA,420848228.2,0,1930207889,905807461.3,97705907.36,97705907.36,0
2022,June,ABIA,1459364851,0,600941347.5,43780945.53,21890472.77,1226458297,3308654969
2022,June,DELTA,2050317153,0,960006485.6,61509514.58,30754757.29,1959272606,5000351001
2022,June,EDO,1568770134,0,690015509.6,47063104.02,23531552.01,1408249325,3690566521
2022,June,EKITI,1245660377,0,559850390.2,37369811.3,37369811.3,1142595961,2985476539
2022,June,ENUGU,1593893779,0,636932218.7,47816813.37,47816813.37,1299911893,3578554704
2022,June,KADUNA,2523871686,0,986209156.7,75716150.59,75716150.59,2012749511,5598546504
2022,June,LAGOS,2405335427,0,4436850631,72160062.81,72160062.81,9055147052,15969493173
2023,June,ABIA,2062108678,0,528857632,110465903.8,77801489.95,38900744.98,38900744.98
2023,June,AKWA IBOM,3464451264,0,888508695.8,155919330,130710603.7,65355301.87,65355301.87
2023,June,BAYELSA,1208356509,0,309900525,51259925.06,45590195.01,22795097.51,22795097.51
2023,June,DELTA,2897134866,0,743012190.2,175458680.4,109306270.6,54653135.31,54653135.31
2023,June,EDO,2216700302,0,568504892.8,136692727,83634091.72,41817045.86,41817045.86
2023,June,IMO,3018449618,0,774125115,153290445.9,113883366.2,56941683.08,56941683.08
2023,June,KEBBI,2728036351,0,699644427.1,109105374.5,102926337,51463168.51,51463168.51
2023,June,KWARA,1995180307,0,511692882.2,93657010.31,75276343.23,37638171.62,37638171.62
2023,June,NIGER,3294725454,0,844980054,137677671.1,124307002.9,62153501.43,62153501.43
2023,June,PLATEAU,2404387739,0,616640054,104929495.7,90715368.48,45357684.24,45357684.24
2023,June,RIVERS,2980371895,0,764359531.5,175272294.9,112446728.2,56223364.1,56223364.1
2024,June,ABIA,480762359.4,0,1836193076,116269372.6,34754331.53,34754331.53,2817934771
2024,June,AKWA IBOM,807706102.9,0,3084901146,163486408.3,58389108.74,58389108.74,4828146618
2024,June,BAYELSA,281717608.9,0,1075974258,53657694.14,20365378,20365378,2229000990
2024,June,BENUE,753132168.2,0,2876464943,137170622.7,54443956.67,54443956.67,3970369974
2024,June,CROSS RIVER,527129859.9,0,2013286149,106035916.1,38106240.13,38106240.13,2943379639
2024,June,DELTA,675441313.5,0,2579737450,181391581.3,48827681.45,48827681.45,4485785961
2024,June,EDO,516804026.3,0,1973848319,141305874.2,37359785.18,37359785.18,3278292397
2024,June,IMO,703724772.5,0,2687761489,161226211.6,50872293.92,50872293.92,4213717476
2024,June,KEBBI,636017493.5,0,2429164628,115319513.7,45977731.82,45977731.82,3362125929
2024,June,KOGI,657370666.8,0,2510719575,120422177.3,47521353.63,47521353.63,3519143747
2024,June,KWARA,465158603,0,1776597085,97517503.17,33626335.32,33626335.32,2656894216
2024,June,NIGER,768136034.7,0,2933769753,145237606.2,55528586.82,55528586.82,4348354901
2024,June,ONDO,523360786.2,0,1998890789,120660438,37833773.63,37833773.63,3154236996
2024,June,PLATEAU,560561688.6,0,2140973542,110350565.3,40523028.46,40523028.46,3057114150
2024,June,RIVERS,694847288.8,0,2653855394,185281766.3,50230540.24,50230540.24,8785902975
2022,March,BAUCHI,1874634055,0,478098359.6,44698567.76,,71922929.49,1394538310
2022,March,DELTA,1829462850,0,466578095.7,43621510.53,35094936.85,35094936.85,1646617838
2022,March,EKITI,1111481402,0,283467289.8,26502040.02,,42643521.96,940128166.8
2022,March,IMO,1906069858,0,486115607.2,45448119.56,36564503.77,36564503.77,1547689025
2022,March,KADUNA,2252007443,0,574341995.6,53696617.22,,86401381.68,1672090892
2022,March,LAGOS,2146239571,0,547367426.3,51174699.73,,82343450.91,6903153043
2022,March,ZAMFARA,1290623721,0,329154952.8,30773489.74,,49516564.92,965582727.9
2023,March,ABIA,1408044366,0,433388811.3,88174027.17,27621497.66,27621497.66,1356117340
2023,March,AKWA IBOM,2365588748,0,728116045.1,126167582.9,46405571.89,46405571.89,2351628725
2023,March,BAYELSA,825087248.1,0,253957609.7,41683935.46,16185672.87,16185672.87,747326930.7
2023,March,DELTA,1978215053,0,608884414.9,141656005.1,38806492.01,38806492.01,2007586752
2023,March,EDO,1513602268,0,465878990.4,108271110.9,29692218.88,29692218.88,1690868488
2023,March,IMO,2061050916,0,634380867.4,124124780.6,40431476.75,40431476.75,2048806229
2023,March,KEBBI,1862751588,0,573345354.6,89728328.65,36541454.14,36541454.14,1627806173
2023,March,KWARA,1362344488,0,419322623.9,77042117.96,26725006.68,26725006.68,1331676597
2023,March,NIGER,2249696955,0,692445147.7,113802254.4,44132131.54,44132131.54,1978699313
2023,March,PLATEAU,1641758578,0,505324843.2,85292213.43,32206251.32,32206251.32,1591864744
2023,March,RIVERS,2035050771,0,626378156.7,141901330.2,39921433.92,39921433.92,5184927999
2024,March,ABIA,57929874.5,0,2194317976,115466458.9,33783717.76,33783717.76,2605480592
2024,March,AKWA IBOM,97325242.43,0,3686569853,163448789.6,56758426.43,56758426.43,4722900166
2024,March,BAYELSA,33945805.89,0,1285828645,53431199.74,19796616.77,19796616.77,1406635832
2024,March,BENUE,90749309.16,0,3437480956,137845778.2,52923453.98,52923453.98,3638146725
2024,March,CROSS RIVER,63516966.41,0,2405950683,105931181.3,37042014.74,37042014.74,2741472351
2024,March,DELTA,81387882.73,0,3082880735,181327676.5,47464029.26,47464029.26,4170789194
2024,March,EDO,62272746.2,0,2358821032,142469600.8,36316406.68,36316406.68,3123764494
2024,March,IMO,84795922.48,0,3211973417,161351734.3,49451540.09,49451540.09,3904805183
2024,March,KEBBI,76637475.58,0,2902940697,115523470.1,44693672.59,44693672.59,3117632797
2024,March,KOGI,79210444.59,0,3000401847,121044151.3,46194184.37,46194184.37,3163547232
2024,March,KWARA,56049686.45,0,2123098583,98155982.58,32687224.05,32687224.05,2513436729
2024,March,NIGER,92557212.99,0,3505962303,145697686.5,53977792.74,53977792.74,3855451231
2024,March,ONDO,63062808.63,0,2388747702,119878827.9,36777157.66,36777157.66,2945376341
2024,March,PLATEAU,67545363.4,0,2558541795,110504066.4,39391307.37,39391307.37,2772488090
2024,March,RIVERS,83726222.44,0,3171454392,185103856,48827709.22,48827709.22,8229762446
2022,May,ABIA,1713227225,0,83024676.49,36909950.87,27497427.79,27497427.79,1057648106
2022,May,AKWA IBOM,2878312036,0,139485832.4,62010662.84,46197127.96,46197127.96,1713329744
2022,May,BAYELSA,1003918605,0,48650883.09,21628529.98,16112970.28,16112970.28,1002654520
2022,May,DELTA,2406978052,0,116644523.9,51856193,38632181.53,38632181.53,1506065873
2022,May,EDO,1841663996,0,89248848.74,39677006.42,29558847.77,29558847.77,1262119201
2022,May,IMO,2507767956,0,121528901.8,54027621.49,40249867.18,40249867.18,1665352168
2022,May,KEBBI,2266488763,0,109836274.8,48829476.72,36377317.72,36377317.72,1203345044
2022,May,KWARA,1657622247,0,80330004.57,35711991.28,26604963.65,26604963.65,968157841.1
2022,May,NIGER,2737301583,0,132652327.1,58972718.54,43933899.43,43933899.43,1470216294
2022,May,PLATEAU,1997597207,0,96805525.51,43036448.22,32061587.71,32061587.71,1086853006
2022,May,RIVERS,2476132478,0,119995815.5,53346063.38,39742115.36,39742115.36,2655441278
2023,May,ABIA,1363369421,0,99629611.78,41512338.24,72231468.54,60244623.8,410772305.3
2023,May,ANAMBRA,1728988262,0,126347581.7,52644825.73,91601996.76,76400604.14,520930338.8
2023,May,BAUCHI,1962743823,0,143429507.9,59762294.95,103986393.2,86729804.42,591359020.1
2023,May,BAYELSA,798908578.7,0,58381059.71,24325441.55,42326268.29,35302205,240704766.9
2023,May,IMO,1995657140,0,145834682.2,60764450.91,105730144.6,88184179.46,601275539.6
2023,May,JIGAWA,2096625723,0,153213064.4,63838776.84,111079471.7,92645783.34,631696566.3
2023,May,KADUNA,2357854155,0,172302598.7,71792749.46,124919384.1,104188956,710402604.2
2023,May,KATSINA,2857912456,0,208844869.4,87018695.57,151412530.3,126285552.7,861066171.9
2023,May,KEBBI,1803649526,0,131803529.8,54918137.41,95557559.1,79699739.12,543425180.6
2023,May,KWARA,1319119525,0,96396005.49,40165002.29,69887103.98,58289307.59,397440165.5
2023,May,LAGOS,2247115082,0,164210227.9,68420928.29,119052415.2,99295613.29,677037806.9
2023,May,NIGER,2178317749,0,159182792.6,66326163.57,115407524.6,96255593.92,656309720.5
2023,May,PLATEAU,1589668263,0,116166630.6,48402762.75,84220807.19,70244326.3,478954336.9
2023,May,RIVERS,1970481938,0,143994978.6,59997907.73,104396359.5,87071736.58,593690452.4
2023,May,TARABA,1487449570,0,108696895.4,45290373.06,78805249.13,65727482.54,448156662.2
2023,May,YOBE,1495500187,0,109285202.4,45535500.98,79231771.71,66083223.51,450582248.6
2023,May,ZAMFARA,1351284390,0,98746485.85,41144369.1,71591202.24,59710609.98,407131182.2
2023,May,FCT-ABUJA,596820806.4,0,43613289.51,18172203.98,31619634.89,26372342.24,179817336.9
2024,May,ABIA,883741285.1,0,1620076423,139128851.4,37557265.62,37557265.62,2847902813
2024,May,AKWA IBOM,1484731937,0,2721813778,195170271.7,63098185.73,63098185.73,5035110451
2024,May,BAYELSA,517855603.5,0,949334005,63927502.64,22007844.13,22007844.13,2177004306
2024,May,BENUE,1384413686,0,2537910144,164499189.5,58834857.46,58834857.46,4064725238
2024,May,CROSS RIVER,968974402.2,0,1776325956,126857405.9,41179505.38,41179505.38,2953081329
2024,May,DELTA,1241601724,0,2276106949,217416740.8,52765630.1,52765630.1,4262837192
2024,May,EDO,949993370.8,0,1741529889,169393624.5,40372848.89,40372848.89,3331774858
2024,May,GOMBE,661360776.6,0,1212407997,83418340.02,56213063.2,0.001499996,2102450477
2024,May,IMO,1293592609,0,2371416750,193047707.7,54975140.39,54975140.39,4284047048
2024,May,KADUNA,1528370103,0,2801811356,210005502.4,129905443.8,0.002599999,4728076561
2024,May,KEBBI,1169132537,0,2143256279,137632866.4,49685832.25,49685832.25,3364124997
2024,May,KOGI,1208384114,0,2215212355,144210680.5,51353947.04,51353947.04,3493854410
2024,May,KWARA,855058333,0,1567494773,116007635,36338296.6,36338296.6,2692104524
2024,May,NASSARAWA,762859406.1,0,1398475502,92264325.92,64840047.26,-0.004299998,2102220693
2024,May,NIGER,1411993916,0,2588470281,172943879.5,60006962.95,60006962.95,4118205313
2024,May,ONDO,962046060.3,0,1763624905,144090463.5,40885064.48,40885064.48,3142906307
2024,May,PLATEAU,1030429062,0,1888984771,131813061.2,43791207.49,43791207.49,3013706211
2024,May,RIVERS,1277273946,0,2341501343,221635993.6,54281629.33,54281629.33,8961889493
2024,May,TARABA,964170513.8,0,1767519458,103924065.9,81950699.14,0.00410001,3240754034
2022,November,ABIA,1627837075,0,290586367.7,124537014.7,61928684.9,30964342.45,30964342.45
2022,November,AKWA IBOM,2734852084,0,488200413.4,209228748.6,104043454.6,52021727.32,52021727.32
2022,November,BAYELSA,953881600.1,0,170278090.8,72976324.64,36289032.81,18144516.4,18144516.4
2022,November,DELTA,2287010185,0,408255833.8,174966785.9,87005963.45,43502981.72,43502981.72
2022,November,EDO,1749872340,0,312370970.6,133873273.1,66571338.36,33285669.18,33285669.18
2022,November,IMO,2382776549,0,425351156.3,182293352.7,90649254.95,45324627.48,45324627.48
2022,November,KEBBI,2153523121,0,384426961.9,164754412.2,81927642.98,40963821.49,40963821.49
2022,November,KWARA,1575003544,0,281155016,120495006.9,59918710.33,29959355.17,29959355.17
2022,November,NIGER,2600869831,0,464283145,198978490.7,98946295.44,49473147.72,49473147.72
2022,November,PLATEAU,1898033575,0,338819339.3,145208288.3,72207916.24,36103958.12,36103958.12
2022,November,RIVERS,2352717837,0,419985354.1,179993723.2,89505715.16,44752857.58,44752857.58
2022,October,ABIA,1835441728,0,249074029.5,62534090.93,31267736.35,31267736.35,1161373352
2022,October,AKWA IBOM,3083638841,0,418457497.2,88350781.25,52531445.08,52531445.08,1968753857
2022,October,BAYELSA,1075533982,0,145952649.3,29019623.24,18322299.47,18322299.47,745931026.8
2022,October,DELTA,2578681852,0,349933571.8,100545807.1,43929231.35,43929231.35,1894560906
2022,October,EDO,1973040643,0,267746546.2,77904442.38,33611807.85,33611807.85,1365759802
2022,October,IMO,2686661688,0,364586705.4,87003422.51,45768725.9,45768725.9,1737891594
2022,October,KEBBI,2428170642,0,329508824.5,62215602.39,41365192,41365192,1392439933
2022,October,KWARA,1775870122,0,240990013.7,53825190.61,30252902.04,30252902.04,1088286832
2022,October,NIGER,2932569289,0,397956981.4,78754181.81,49957894.06,49957894.06,1696960454
2022,October,PLATEAU,2140097481,0,290416576.5,59627270.42,36457710.86,36457710.86,1214154168
2022,October,RIVERS,2652769468,0,359987446.4,99466769.96,45191353.71,45191353.71,3846615063
2023,October,ABIA,1503900463,0,674907396,84963893.4,32682117.88,32682117.88,1748776635
2023,October,AKWA IBOM,2526632042,0,1133879997,119695836.7,54907680.59,54907680.59,2910499967
2023,October,BAYELSA,881257099.6,0,395482912,39368337.59,19151100.17,19151100.17,1153529640
2023,October,BENUE,2355916170,0,1057267610,100408094.2,51197756.69,51197756.69,2402983128
2023,October,CROSS RIVER,1648945315,0,739999365.9,77046912.91,35834170.22,35834170.22,1790400965
2023,October,DELTA,2112886926,0,948203055.3,133803914,45916349.73,45916349.73,2648015942
2023,October,EDO,1616644480,0,725503677.3,104048320,35132222.35,35132222.35,1926863704
2023,October,IMO,2201362046,0,987908151.3,117644952.2,47839052.95,47839052.95,2574609511
2023,October,KEBBI,1989563001,0,892858814.6,83427486.74,43236327.24,43236327.24,2081293399
2023,October,KOGI,2056359094,0,922834985.5,88404370.03,44687911.2,44687911.2,2238242404
2023,October,KWARA,1455089453,0,653002414.5,72331708.7,31621378.01,31621378.01,1624608404
2023,October,NIGER,2402850630,0,1078330449,106037422.1,52217716.19,52217716.19,2572948664
2023,October,ONDO,1637155058,0,734708236.8,87336605.92,35577949.43,35577949.43,1967208407
2023,October,PLATEAU,1753525347,0,786931884.7,80243322.89,38106858.47,38106858.47,1808480186
2023,October,RIVERS,2173591877,0,975445696.1,135640327.9,47235563.6,47235563.6,5265798709
2022,September,ABIA,1708519986,0,53746339.88,26873169.94,83024676.49,1302235909,3120653741
2022,September,AKWA IBOM,2870403626,0,90296683.75,45148341.88,139485832.4,2265787217,5320825018
2022,September,ANAMBRA,2166698883,0,68159656.05,0,105289651.5,1797605307,4137753498
2022,September,BAUCHI,2459631995,0,77374697.56,0,119524589.9,1741403279,4397934562
2022,September,BAYELSA,1001160253,0,31494334.08,15747167.04,48650883.09,792754048.9,1858312352
2022,September,BORNO,2905833798,0,91411240.27,0,141207544,2055299376,5193751959
2022,September,DELTA,2400364673,0,75510275.9,37755137.95,116644523.9,2017131237,4571895572
2022,September,EDO,1836603866,0,57775581.44,28887790.72,89248848.74,1475652234,3430392739
2022,September,EKITI,1458330073,0,45875906.86,0,70866822.45,1205247516,2780320318
2022,September,ENUGU,1866016833,0,58700849.7,0,90678157.18,1467943793,3483339632
2022,September,IMO,2500877648,0,78672196.49,39336098.24,121528901.8,1964391429,4626134077
2022,September,JIGAWA,2627407435,0,82652549.65,0,127677553.7,2074391795,4912129333
2022,September,KADUNA,2954768449,0,92950618.45,0,143585498.9,2232688563,5423993130
2022,September,KATSINA,3581421496,0,112663766.6,0,174037391.1,2707881896,6576004550
2022,September,KEBBI,2260261391,0,71102929.97,35551464.98,109836274.8,1573886313,3979535444
2022,September,KWARA,1653067788,0,52001933.77,26000966.89,80330004.57,1238381063,2997779822
2022,September,LAGOS,2815994675,0,88585095.96,0,136841856.6,9325730937,12367152565
2022,September,NIGER,2729780611,0,85872988.16,42936494.08,132652327.1,1894493552,4799862985
2022,September,PLATEAU,1992108637,0,62667424.87,31333712.44,96805525.51,1434752323,3555000198
2022,September,RIVERS,2469329092,0,77679747.21,38839873.61,119995815.5,5352627034,7980791815
2022,September,TARABA,1864012263,0,58637790.28,0,90580746.13,1169794472,3183025271
2022,September,YOBE,1874100973,0,58955159.26,0,91071001.97,1236313320,3260440455
2022,September,ZAMFARA,1693375510,0,53269927.44,0,82288738.21,1245374904,3074309079
2022,September,FCT-ABUJA,747911945.6,0,23527690.61,0,36344407.92,1864395570,2672179614
2023,,ABIA,1501077152,0,137468035.2,1113285742,82554927.88,41277463.94,41277463.94
2023,,AKWA IBOM,2521888731,0,230953544.6,1870378723,138696630,69348314.99,69348314.99
2023,,BAYELSA,879602693.2,0,80553656.98,652364294.1,48375619.33,24187809.66,24187809.66
2023,,BENUE,2351493348,0,215348804.7,1744003639,129325373.8,64662686.88,64662686.88
2023,,CROSS RIVER,1645849708,0,150726247,1220657453,90517002.24,45258501.12,45258501.12
2023,,DELTA,2108920350,0,193134068.1,1564097457,115984556.2,57992278.12,57992278.12
2023,,EDO,1613609512,0,147773703,1196746256,88743884.13,44371942.07,44371942.07
2023,,IMO,2197229373,0,201221372.5,1629592542,120841298.6,60420649.31,60420649.31
2023,,KEBBI,1985827944,0,181861315.6,1472805000,109214827.8,54607413.9,54607413.9
2023,,KOGI,2052498639,0,187966990.8,1522251849,112881524.4,56440762.18,56440762.18
2023,,KWARA,1452357776,0,133006334.6,1077152631,79875502.25,39937751.13,39937751.13
2023,,NIGER,2398339697,0,219638974.3,1778747605,131901788.3,65950894.14,65950894.14
2023,,ONDO,1634081586,0,149648527.2,1211929532,89869789.33,44934894.66,44934894.66
2023,,PLATEAU,1750233409,0,160285663.9,1298074450,96257805.68,48128902.84,48128902.84
2023,,RIVERS,2169511338,0,198682966.1,1609035242,119316886.4,59658443.19,59658443.19
2023,,ABIA,1378294401,0,1385458173,90287690.53,41456288.61,41456288.61,2026003135
2023,,AKWA IBOM,2315607238,0,2327642753,129288300.4,69648749.86,69648749.86,3534980191
2023,,BAYELSA,807654333.5,0,811852168.1,42431279.24,24292597.52,24292597.52,1115553929
2023,,BENUE,2159149588,0,2170371905,107887855.5,64942822.4,64942822.4,2966185949
2023,,CROSS RIVER,1511225079,0,1519079767,83372521.74,45454572.68,45454572.68,2121627871
2023,,DELTA,1936418195,0,1946482852,143767173.8,58243515.7,58243515.7,4135818498
2023,,EDO,1481622015,0,1489322839,110679557.3,44564172.82,44564172.82,2395942289
2023,,IMO,2017503855,0,2027989959,125513313.7,60682407.22,60682407.22,3062955817
2023,,KEBBI,1823394309,0,1832871516,90680335.53,54843987.37,54843987.37,2544356948
2023,,KOGI,1884611579,0,1894406967,94277236.78,56685278.19,56685278.19,2582077021
2023,,KWARA,1333560096,0,1340491359,77133914.83,40110771.81,40110771.81,1888468193
2023,,NIGER,2202164073,0,2213609960,114229624.7,66236610.5,66236610.5,2975971047
2023,,ONDO,1500419546,0,1508218072,94745335.44,45129564.28,45129564.28,2327403564
2023,,PLATEAU,1607070565,0,1615423416,86279707.24,48337409.72,48337409.72,2186743494
2023,,RIVERS,1992053056,0,2002406879,143751828.4,59916899.02,59916899.02,6254650258
